id,name,premium,coverageLimits,type,createdAt
8b311801-e82e-4adb-82b3-3fcd0c67f3b7,Basic Plan,42326.94406836369,"{'tripCancellation': 5032.1568970860135, 'medicalExpenses': 32348.300083663984, 'baggageLoss': 3884.1538969077023, 'travelDelay': None, 'adventureActivities': False, 'luxuryAccommodation': None, 'vipAssistance': None, 'conciergeServices': None}",home,2025-04-20 13:01:46.627360
ef9d0916-5de1-4a3c-bf66-c2610eda975f,Basic Plan,30563.35893285425,"{'tripCancellation': 9639.930665271502, 'medicalExpenses': 26404.726394121826, 'baggageLoss': 1306.901289213901, 'travelDelay': None, 'adventureActivities': None, 'luxuryAccommodation': None, 'vipAssistance': False, 'conciergeServices': True}",travel,2025-04-20 13:01:46.629295
fb063721-d0d8-4bdd-b9f8-0d09d5dba7d0,Elite Plan,45222.56574899763,"{'tripCancellation': 9151.748807112472, 'medicalExpenses': 8239.777676645366, 'baggageLoss': 3615.0404425180022, 'travelDelay': None, 'adventureActivities': True, 'luxuryAccommodation': None, 'vipAssistance': None, 'conciergeServices': None}",home,2025-04-20 13:01:46.629892
461bbdaa-aba5-4643-9967-42bb8f715c0a,Basic Plan,40980.54042907641,"{'tripCancellation': 8415.408491185608, 'medicalExpenses': 12087.090892952954, 'baggageLoss': 4670.844149648964, 'travelDelay': None, 'adventureActivities': None, 'luxuryAccommodation': None, 'vipAssistance': False, 'conciergeServices': False}",travel,2025-04-20 13:01:46.630131
ea8f5710-ecf5-4606-9813-bfc6bbc50e57,Basic Plan,17305.845981520484,"{'tripCancellation': 3319.530463662685, 'medicalExpenses': 37883.64818793667, 'baggageLoss': 2275.6004054809127, 'travelDelay': 149.3748467036752, 'adventureActivities': None, 'luxuryAccommodation': None, 'vipAssistance': None, 'conciergeServices': None}",home,2025-04-20 13:01:46.630618
f93d941d-f209-49b0-a5a6-813fb0a85a08,Premium Plan,20123.85053804896,"{'tripCancellation': 8806.178475242374, 'medicalExpenses': 30866.81110288529, 'baggageLoss': 2959.2705104464, 'travelDelay': None, 'adventureActivities': None, 'luxuryAccommodation': False, 'vipAssistance': False, 'conciergeServices': True}",home,2025-04-20 13:01:46.632191
e9b9bb32-c1a8-4e2c-b9c1-918354c3ed06,Elite Plan,12073.309794027955,"{'tripCancellation': 2789.6895634429447, 'medicalExpenses': 29593.755101260325, 'baggageLoss': 619.2671685831001, 'travelDelay': 353.3794082328365, 'adventureActivities': False, 'luxuryAccommodation': None, 'vipAssistance': None, 'conciergeServices': False}",travel,2025-04-20 13:01:46.632874
0e428898-b376-4fe2-b54f-64a174a04f36,Premium Plan,36339.6277796832,"{'tripCancellation': 4571.695910281884, 'medicalExpenses': 7989.268551286741, 'baggageLoss': 2507.564468390607, 'travelDelay': 725.8801632048677, 'adventureActivities': None, 'luxuryAccommodation': True, 'vipAssistance': None, 'conciergeServices': False}",home,2025-04-20 13:01:46.633452
52b88a07-1a93-4cee-9052-72aea370eb3d,Elite Plan,27383.207373091267,"{'tripCancellation': 3180.775611850719, 'medicalExpenses': 18992.945043251304, 'baggageLoss': 3099.266138675494, 'travelDelay': None, 'adventureActivities': None, 'luxuryAccommodation': None, 'vipAssistance': None, 'conciergeServices': None}",travel,2025-04-20 13:01:46.633577
21dc6b41-ebd7-470e-8d00-4708786673fd,Elite Plan,41845.949217953945,"{'tripCancellation': 6405.65730451533, 'medicalExpenses': 48041.69837814766, 'baggageLoss': 2746.368734720085, 'travelDelay': None, 'adventureActivities': False, 'luxuryAccommodation': None, 'vipAssistance': True, 'conciergeServices': None}",travel,2025-04-20 13:01:46.633843
35e6a3de-46a7-42dd-9d2e-c86c61f704d7,Elite Plan,49387.146328252165,"{'tripCancellation': 6930.934965327193, 'medicalExpenses': 14449.879196122287, 'baggageLoss': 4851.358241658159, 'travelDelay': 449.9428796089924, 'adventureActivities': False, 'luxuryAccommodation': False, 'vipAssistance': None, 'conciergeServices': False}",home,2025-04-20 13:01:46.633996
3e30170e-b3bc-45e9-8258-8f144c35bc44,Elite Plan,10504.846039679836,"{'tripCancellation': 8165.953656485265, 'medicalExpenses': 49495.67683641808, 'baggageLoss': 947.8998278872116, 'travelDelay': None, 'adventureActivities': False, 'luxuryAccommodation': False, 'vipAssistance': True, 'conciergeServices': None}",home,2025-04-20 13:01:46.634125
4cc61532-1793-4490-852d-b5e5180077fa,Premium Plan,22882.820212794406,"{'tripCancellation': 2576.9042242530304, 'medicalExpenses': 13318.911533070821, 'baggageLoss': 2926.97709722922, 'travelDelay': None, 'adventureActivities': None, 'luxuryAccommodation': None, 'vipAssistance': None, 'conciergeServices': False}",travel,2025-04-20 13:01:46.634216
1c94bc98-871e-4638-bc6d-9ceda3e7642c,Premium Plan,47483.2703777242,"{'tripCancellation': 5523.4721778229805, 'medicalExpenses': 37702.93746737084, 'baggageLoss': 2485.641336971067, 'travelDelay': None, 'adventureActivities': None, 'luxuryAccommodation': False, 'vipAssistance': True, 'conciergeServices': False}",home,2025-04-20 13:01:46.635702
20c71461-d190-43a7-8a75-f72edf4923e8,Premium Plan,23190.32071862555,"{'tripCancellation': 8102.613276265995, 'medicalExpenses': 42271.089392298156, 'baggageLoss': 2957.3585042292457, 'travelDelay': None, 'adventureActivities': None, 'luxuryAccommodation': False, 'vipAssistance': False, 'conciergeServices': False}",travel,2025-04-20 13:01:46.635966
be31f05c-3bd2-4aa5-a9ed-dbaf45768fba,Elite Plan,46790.13459028799,"{'tripCancellation': 5247.9661595288835, 'medicalExpenses': 10347.498742498574, 'baggageLoss': 832.657501023986, 'travelDelay': None, 'adventureActivities': False, 'luxuryAccommodation': False, 'vipAssistance': False, 'conciergeServices': None}",home,2025-04-20 13:01:46.636044
18b27f70-adc6-4263-b5c3-cd9d642e0940,Premium Plan,46242.89959972545,"{'tripCancellation': 4926.831257197113, 'medicalExpenses': 41053.223498269625, 'baggageLoss': 1860.810262414263, 'travelDelay': 116.69335354949312, 'adventureActivities': None, 'luxuryAccommodation': None, 'vipAssistance': None, 'conciergeServices': None}",travel,2025-04-20 13:01:46.636218
d2e6d3eb-d6b0-485a-921c-5233bf1e92b4,Elite Plan,40676.038707925196,"{'tripCancellation': 7960.985382636352, 'medicalExpenses': 22856.09325159928, 'baggageLoss': 3755.7064737321693, 'travelDelay': 711.9993281913513, 'adventureActivities': True, 'luxuryAccommodation': None, 'vipAssistance': None, 'conciergeServices': True}",home,2025-04-20 13:01:46.636374
deec3b26-5466-4148-842c-c8a9f10bf7fa,Basic Plan,41325.80877398962,"{'tripCancellation': 8405.994978396911, 'medicalExpenses': 21156.81141292415, 'baggageLoss': 3757.043174731329, 'travelDelay': 548.4198947378343, 'adventureActivities': None, 'luxuryAccommodation': None, 'vipAssistance': True, 'conciergeServices': False}",travel,2025-04-20 13:01:46.637515
f62b332b-c27a-48cd-8676-f2fb1ed55c01,Elite Plan,25732.59735510669,"{'tripCancellation': 3397.6685052004123, 'medicalExpenses': 47121.51608604715, 'baggageLoss': 3579.0929444060557, 'travelDelay': 950.0948473913315, 'adventureActivities': None, 'luxuryAccommodation': None, 'vipAssistance': None, 'conciergeServices': None}",home,2025-04-20 13:01:46.637604
f0a7f477-d7d2-46f4-bb7f-1cd3dd25a7ea,Basic Plan,14357.61307334499,"{'tripCancellation': 4843.349064819307, 'medicalExpenses': 14651.004759648356, 'baggageLoss': 3209.0340591139725, 'travelDelay': 318.3274400083301, 'adventureActivities': None, 'luxuryAccommodation': False, 'vipAssistance': False, 'conciergeServices': False}",travel,2025-04-20 13:01:46.638699
faf20cdd-bc1f-4881-a54b-5b459b7527d8,Elite Plan,19439.22152188622,"{'tripCancellation': 7151.483084754618, 'medicalExpenses': 5855.741495249462, 'baggageLoss': 924.5227998624098, 'travelDelay': None, 'adventureActivities': True, 'luxuryAccommodation': False, 'vipAssistance': None, 'conciergeServices': None}",travel,2025-04-20 13:01:46.638848
a41ed064-7774-4f94-9c62-a57bb51090c5,Premium Plan,44520.29628809927,"{'tripCancellation': 4718.5718025361075, 'medicalExpenses': 32757.786589972504, 'baggageLoss': 2672.705440254568, 'travelDelay': 421.15718776044264, 'adventureActivities': False, 'luxuryAccommodation': None, 'vipAssistance': None, 'conciergeServices': None}",home,2025-04-20 13:01:46.639170
1e2e0ba2-29b2-44c1-a982-fc6e8d79d63f,Premium Plan,41957.20789907431,"{'tripCancellation': 8790.513672024841, 'medicalExpenses': 5018.223475878895, 'baggageLoss': 4366.59319716603, 'travelDelay': None, 'adventureActivities': True, 'luxuryAccommodation': True, 'vipAssistance': None, 'conciergeServices': True}",travel,2025-04-20 13:01:46.639524
dd6ec46c-7665-48dc-b2c0-1fea72b37453,Premium Plan,10496.213324908462,"{'tripCancellation': 7600.280015112202, 'medicalExpenses': 30835.490785061756, 'baggageLoss': 4344.005287618207, 'travelDelay': 887.3686437416515, 'adventureActivities': None, 'luxuryAccommodation': False, 'vipAssistance': None, 'conciergeServices': None}",travel,2025-04-20 13:01:46.639578
fd2f91dd-c139-4a1e-b126-855a9530ff6c,Premium Plan,38497.72671534034,"{'tripCancellation': 7458.174301239188, 'medicalExpenses': 46757.28232244869, 'baggageLoss': 4127.762555776069, 'travelDelay': 771.846371348194, 'adventureActivities': False, 'luxuryAccommodation': None, 'vipAssistance': False, 'conciergeServices': None}",travel,2025-04-20 13:01:46.641767
cc0d4193-c07d-48a4-bccc-0e6df11860eb,Basic Plan,38059.98095903933,"{'tripCancellation': 2409.5856096064063, 'medicalExpenses': 29221.32746272663, 'baggageLoss': 2860.3745990455614, 'travelDelay': None, 'adventureActivities': None, 'luxuryAccommodation': False, 'vipAssistance': None, 'conciergeServices': True}",travel,2025-04-20 13:01:46.641844
434cfc03-75a9-47a2-a5ea-f3b113b82fe1,Premium Plan,46509.02106131048,"{'tripCancellation': 9491.035914763843, 'medicalExpenses': 43255.92960965535, 'baggageLoss': 4436.524872855472, 'travelDelay': None, 'adventureActivities': None, 'luxuryAccommodation': None, 'vipAssistance': None, 'conciergeServices': False}",travel,2025-04-20 13:01:46.642207
1afe38df-50fa-43be-8441-4b577eb2db6a,Elite Plan,46440.452647626495,"{'tripCancellation': 9289.448287519956, 'medicalExpenses': 5473.090287995106, 'baggageLoss': 3055.9285243752233, 'travelDelay': 810.8598465818279, 'adventureActivities': True, 'luxuryAccommodation': True, 'vipAssistance': None, 'conciergeServices': True}",home,2025-04-20 13:01:46.642294
c8f4f5bd-41b4-4768-96b9-4bd872248562,Basic Plan,48637.22637006559,"{'tripCancellation': 4396.976569818833, 'medicalExpenses': 31428.895647570473, 'baggageLoss': 585.0748914213807, 'travelDelay': 175.32561268665756, 'adventureActivities': None, 'luxuryAccommodation': None, 'vipAssistance': None, 'conciergeServices': False}",travel,2025-04-20 13:01:46.642526
d8c0334d-de57-420c-a217-9233046f1503,Basic Plan,8256.307321357195,"{'tripCancellation': 1578.6671867129526, 'medicalExpenses': 34819.84292176171, 'baggageLoss': 2241.717190833212, 'travelDelay': None, 'adventureActivities': False, 'luxuryAccommodation': None, 'vipAssistance': True, 'conciergeServices': None}",home,2025-04-20 13:01:46.642977
f38627b3-a638-4bff-8753-d978b026eb0a,Basic Plan,5739.2286007626,"{'tripCancellation': 1803.4189670880976, 'medicalExpenses': 41239.52291651228, 'baggageLoss': 3150.7104105461017, 'travelDelay': 865.1487179828232, 'adventureActivities': True, 'luxuryAccommodation': None, 'vipAssistance': True, 'conciergeServices': False}",travel,2025-04-20 13:01:46.643016
6468ac8f-d4cb-4ad5-a406-d2321b2f158d,Elite Plan,48729.96572536234,"{'tripCancellation': 3640.48753726305, 'medicalExpenses': 37909.10532163303, 'baggageLoss': 1188.0947956178347, 'travelDelay': None, 'adventureActivities': None, 'luxuryAccommodation': None, 'vipAssistance': True, 'conciergeServices': True}",travel,2025-04-20 13:01:46.643298
8e3eb19c-7813-45d3-9ca3-12009169c111,Elite Plan,29011.335955818635,"{'tripCancellation': 9142.605122050314, 'medicalExpenses': 35627.527699306054, 'baggageLoss': 4322.877261601272, 'travelDelay': None, 'adventureActivities': None, 'luxuryAccommodation': False, 'vipAssistance': None, 'conciergeServices': True}",home,2025-04-20 13:01:46.644390
567cedef-93c0-44a2-8ddf-9aad36fce2d4,Premium Plan,19413.338661422516,"{'tripCancellation': 2184.477076907594, 'medicalExpenses': 24656.392682706584, 'baggageLoss': 2187.228071105508, 'travelDelay': 176.779588041865, 'adventureActivities': None, 'luxuryAccommodation': False, 'vipAssistance': False, 'conciergeServices': None}",home,2025-04-20 13:01:46.645082
6f565bf4-fe6f-4b22-a331-7549fa0b51aa,Premium Plan,18432.534762169176,"{'tripCancellation': 6951.613527237473, 'medicalExpenses': 44169.449919871564, 'baggageLoss': 3735.8427655952723, 'travelDelay': 306.09554387918695, 'adventureActivities': None, 'luxuryAccommodation': True, 'vipAssistance': None, 'conciergeServices': False}",travel,2025-04-20 13:01:46.645115
2fff7b36-4bf1-43a6-8d01-3065b2a58f83,Premium Plan,31589.252495124998,"{'tripCancellation': 6184.120434063724, 'medicalExpenses': 39403.34025500893, 'baggageLoss': 659.2491022682422, 'travelDelay': None, 'adventureActivities': None, 'luxuryAccommodation': None, 'vipAssistance': None, 'conciergeServices': False}",travel,2025-04-20 13:01:46.645620
1befe6b8-a0f7-4d5f-b9e4-e146b5d5a111,Basic Plan,16047.843971671258,"{'tripCancellation': 8608.572903711345, 'medicalExpenses': 34125.14005910303, 'baggageLoss': 4244.277831023619, 'travelDelay': 352.74026678942664, 'adventureActivities': False, 'luxuryAccommodation': None, 'vipAssistance': False, 'conciergeServices': True}",travel,2025-04-20 13:01:46.645952
e127164e-733a-470b-9821-4161641df8b0,Premium Plan,31972.170674721772,"{'tripCancellation': 4151.985628228295, 'medicalExpenses': 22171.093813513373, 'baggageLoss': 4158.291707661725, 'travelDelay': 826.9509677636308, 'adventureActivities': False, 'luxuryAccommodation': False, 'vipAssistance': False, 'conciergeServices': None}",home,2025-04-20 13:01:46.646115
e2b44b26-e1e2-4561-9b4c-a4abd13ab0c9,Elite Plan,45315.42391557495,"{'tripCancellation': 2534.587650738472, 'medicalExpenses': 20060.272123112394, 'baggageLoss': 4715.056445012755, 'travelDelay': None, 'adventureActivities': True, 'luxuryAccommodation': True, 'vipAssistance': True, 'conciergeServices': None}",travel,2025-04-20 13:01:46.646979
0a70b8c4-7aa9-4a06-897f-453679d38a64,Elite Plan,24622.071925954864,"{'tripCancellation': 6474.540501581112, 'medicalExpenses': 31759.146107940684, 'baggageLoss': 1345.7199845425562, 'travelDelay': None, 'adventureActivities': False, 'luxuryAccommodation': True, 'vipAssistance': True, 'conciergeServices': None}",travel,2025-04-20 13:01:46.647219
1cabf309-1290-4cc1-87d4-b21171641dd4,Basic Plan,37768.15092214795,"{'tripCancellation': 1676.896690140125, 'medicalExpenses': 48259.2548179504, 'baggageLoss': 3207.988308164397, 'travelDelay': None, 'adventureActivities': True, 'luxuryAccommodation': None, 'vipAssistance': None, 'conciergeServices': None}",travel,2025-04-20 13:01:46.647237
c6a1f98c-db44-4601-89b3-57f0bf564990,Premium Plan,11343.83174371289,"{'tripCancellation': 1902.946841748413, 'medicalExpenses': 20176.97044030406, 'baggageLoss': 2329.2023673616595, 'travelDelay': 313.94828129648795, 'adventureActivities': True, 'luxuryAccommodation': None, 'vipAssistance': True, 'conciergeServices': False}",travel,2025-04-20 13:01:46.647870
f83b2351-d602-49c4-9d5a-81d741285dbc,Basic Plan,22171.676516859294,"{'tripCancellation': 2741.687246630692, 'medicalExpenses': 16483.525498595278, 'baggageLoss': 1977.788192613256, 'travelDelay': 516.5443285610042, 'adventureActivities': False, 'luxuryAccommodation': True, 'vipAssistance': False, 'conciergeServices': False}",travel,2025-04-20 13:01:46.648223
37d6f992-4b9b-4586-940d-9f34f7a24bab,Premium Plan,19143.323979771136,"{'tripCancellation': 8152.641326708375, 'medicalExpenses': 9388.80887728306, 'baggageLoss': 3791.311954325025, 'travelDelay': None, 'adventureActivities': True, 'luxuryAccommodation': None, 'vipAssistance': False, 'conciergeServices': True}",travel,2025-04-20 13:01:46.648422
6588e57e-95f6-4a09-b375-5e1251dd7719,Premium Plan,26182.45473977969,"{'tripCancellation': 2372.1772373854474, 'medicalExpenses': 25826.794622122423, 'baggageLoss': 4294.900431682392, 'travelDelay': None, 'adventureActivities': True, 'luxuryAccommodation': None, 'vipAssistance': False, 'conciergeServices': True}",home,2025-04-20 13:01:46.648757
3a936095-3219-4364-aa71-716a3073ba67,Basic Plan,6806.696790614484,"{'tripCancellation': 6445.865501982196, 'medicalExpenses': 38901.70536014844, 'baggageLoss': 3782.697500599076, 'travelDelay': 460.5064476932986, 'adventureActivities': False, 'luxuryAccommodation': None, 'vipAssistance': True, 'conciergeServices': None}",home,2025-04-20 13:01:46.650011
fd151089-0252-45b8-83ee-191ddaab1752,Elite Plan,29072.786295337286,"{'tripCancellation': 5601.042913935829, 'medicalExpenses': 44680.92477316519, 'baggageLoss': 1540.6834654390573, 'travelDelay': None, 'adventureActivities': None, 'luxuryAccommodation': False, 'vipAssistance': None, 'conciergeServices': True}",home,2025-04-20 13:01:46.651000
ab09e9b8-73a3-4c64-b7c5-f7243a856b67,Premium Plan,13857.843062290323,"{'tripCancellation': 6527.992744755623, 'medicalExpenses': 5571.559188727097, 'baggageLoss': 529.5583744211852, 'travelDelay': None, 'adventureActivities': None, 'luxuryAccommodation': None, 'vipAssistance': None, 'conciergeServices': True}",travel,2025-04-20 13:01:46.651051
78481d71-84a9-4604-897b-8074892e2a92,Basic Plan,16264.443055563519,"{'tripCancellation': 8468.959285701416, 'medicalExpenses': 15707.130695624843, 'baggageLoss': 4287.160504430874, 'travelDelay': None, 'adventureActivities': True, 'luxuryAccommodation': None, 'vipAssistance': None, 'conciergeServices': False}",travel,2025-04-20 13:01:46.651928
e084f890-da36-4511-b3d7-83121b1272c4,Elite Plan,42252.70442798952,"{'tripCancellation': 5279.275758301276, 'medicalExpenses': 18229.461754517328, 'baggageLoss': 4974.65552262788, 'travelDelay': 182.94314873345058, 'adventureActivities': False, 'luxuryAccommodation': None, 'vipAssistance': False, 'conciergeServices': True}",home,2025-04-20 13:01:46.653029
021c0ea8-9fc5-49df-8fa6-f6b5457060fd,Elite Plan,35936.086062021815,"{'tripCancellation': 2400.203735808238, 'medicalExpenses': 32250.39971932613, 'baggageLoss': 1834.4944175152361, 'travelDelay': 863.1940734800392, 'adventureActivities': None, 'luxuryAccommodation': False, 'vipAssistance': False, 'conciergeServices': True}",home,2025-04-20 13:01:46.653148
8cc1a600-7b9c-458a-89e3-2437ba226366,Elite Plan,23083.11440891433,"{'tripCancellation': 7574.578521963504, 'medicalExpenses': 32710.71680252122, 'baggageLoss': 2517.9925841080067, 'travelDelay': 249.28685158609093, 'adventureActivities': True, 'luxuryAccommodation': False, 'vipAssistance': False, 'conciergeServices': True}",home,2025-04-20 13:01:46.654142
88fc767a-9bf0-4894-bfb4-f7b4b8897fc0,Basic Plan,33123.881275340405,"{'tripCancellation': 5815.0937807731125, 'medicalExpenses': 19341.265054494623, 'baggageLoss': 2348.6489853988487, 'travelDelay': None, 'adventureActivities': True, 'luxuryAccommodation': False, 'vipAssistance': False, 'conciergeServices': False}",home,2025-04-20 13:01:46.654364
b8e2e42e-5196-4d6a-8406-57bd611912b0,Premium Plan,49105.851104396024,"{'tripCancellation': 1940.330808751235, 'medicalExpenses': 49010.453719038116, 'baggageLoss': 3268.243263935048, 'travelDelay': None, 'adventureActivities': None, 'luxuryAccommodation': True, 'vipAssistance': None, 'conciergeServices': False}",home,2025-04-20 13:01:46.655324
6877ce19-64a2-442c-bd15-df2675ef7e96,Elite Plan,31898.68275967414,"{'tripCancellation': 6488.26494868621, 'medicalExpenses': 29602.32550197521, 'baggageLoss': 585.5523508977889, 'travelDelay': 273.5773063399446, 'adventureActivities': None, 'luxuryAccommodation': True, 'vipAssistance': None, 'conciergeServices': True}",travel,2025-04-20 13:01:46.655592
806d8a72-ddaa-4e30-b209-934a32a5e306,Basic Plan,30411.59903877569,"{'tripCancellation': 5674.315188041179, 'medicalExpenses': 20269.372500357265, 'baggageLoss': 3848.1395910359547, 'travelDelay': 879.7023806981954, 'adventureActivities': False, 'luxuryAccommodation': None, 'vipAssistance': True, 'conciergeServices': None}",home,2025-04-20 13:01:46.655664
31873067-592c-4af2-b681-b2776c1d126d,Basic Plan,49447.39063802649,"{'tripCancellation': 9552.117854325872, 'medicalExpenses': 8563.443924204817, 'baggageLoss': 3999.203708812748, 'travelDelay': 697.6601399655282, 'adventureActivities': True, 'luxuryAccommodation': True, 'vipAssistance': None, 'conciergeServices': None}",home,2025-04-20 13:01:46.656032
a6cb3de9-20d7-466a-b4ec-fe7921732298,Basic Plan,19901.279706598893,"{'tripCancellation': 3635.8370055965765, 'medicalExpenses': 18051.143576746676, 'baggageLoss': 3098.8518058953955, 'travelDelay': None, 'adventureActivities': True, 'luxuryAccommodation': True, 'vipAssistance': None, 'conciergeServices': None}",travel,2025-04-20 13:01:46.656283
0b197a8c-477b-47f7-baf3-1f854b0144bb,Premium Plan,33999.35272495828,"{'tripCancellation': 5387.87220571415, 'medicalExpenses': 36708.05404815638, 'baggageLoss': 3092.1867138506386, 'travelDelay': 454.6592215033493, 'adventureActivities': None, 'luxuryAccommodation': True, 'vipAssistance': True, 'conciergeServices': False}",home,2025-04-20 13:01:46.657681
94abe9b5-8be9-4fa0-9da2-c5352f29b34d,Basic Plan,13186.58305197165,"{'tripCancellation': 1831.0398091042493, 'medicalExpenses': 43059.739811154024, 'baggageLoss': 546.4201684574299, 'travelDelay': 863.769907069608, 'adventureActivities': False, 'luxuryAccommodation': True, 'vipAssistance': None, 'conciergeServices': None}",travel,2025-04-20 13:01:46.657713
9d164025-966a-4d03-b656-c4fdf8110bdd,Basic Plan,17551.06989513721,"{'tripCancellation': 3400.2536397548715, 'medicalExpenses': 15808.23162282854, 'baggageLoss': 1380.8357654947117, 'travelDelay': None, 'adventureActivities': None, 'luxuryAccommodation': None, 'vipAssistance': None, 'conciergeServices': True}",home,2025-04-20 13:01:46.660225
98f3285c-0617-4333-961a-bf1dfc22400b,Basic Plan,42443.43231545277,"{'tripCancellation': 1671.1783903488542, 'medicalExpenses': 7158.297513528962, 'baggageLoss': 3254.8125472498787, 'travelDelay': 530.3429274453131, 'adventureActivities': None, 'luxuryAccommodation': None, 'vipAssistance': True, 'conciergeServices': None}",travel,2025-04-20 13:01:46.661110
de28c920-c69c-4733-88a3-c23cb3d9cfe0,Basic Plan,16515.24977760642,"{'tripCancellation': 2290.402033933443, 'medicalExpenses': 22185.903942633624, 'baggageLoss': 1371.4619039256534, 'travelDelay': 377.9212135935759, 'adventureActivities': None, 'luxuryAccommodation': False, 'vipAssistance': None, 'conciergeServices': None}",travel,2025-04-20 13:01:46.661263
5b90bf05-24c9-46cf-bb4a-8e782e565a84,Premium Plan,8027.459687186967,"{'tripCancellation': 2013.643653315492, 'medicalExpenses': 48035.66486777669, 'baggageLoss': 1242.4422107373975, 'travelDelay': 489.4149941788177, 'adventureActivities': None, 'luxuryAccommodation': None, 'vipAssistance': None, 'conciergeServices': None}",travel,2025-04-20 13:01:46.661426
094e8c67-2633-4250-a33f-7e0a7537e72c,Basic Plan,46330.820397940784,"{'tripCancellation': 6069.594444529023, 'medicalExpenses': 33854.7675307529, 'baggageLoss': 3022.255508779145, 'travelDelay': None, 'adventureActivities': None, 'luxuryAccommodation': None, 'vipAssistance': None, 'conciergeServices': None}",travel,2025-04-20 13:01:46.661494
6db3893c-3e13-4d8e-ab58-0cb0f2c51d46,Premium Plan,23938.343270394686,"{'tripCancellation': 3885.9533649348064, 'medicalExpenses': 16563.919069034608, 'baggageLoss': 2866.083437156603, 'travelDelay': None, 'adventureActivities': None, 'luxuryAccommodation': None, 'vipAssistance': True, 'conciergeServices': True}",travel,2025-04-20 13:01:46.661987
3320a16d-2501-4147-8b07-858ac30ad0e5,Basic Plan,39854.45911514383,"{'tripCancellation': 5323.86308297012, 'medicalExpenses': 7988.63532885048, 'baggageLoss': 1546.6029965349412, 'travelDelay': 822.0100005618854, 'adventureActivities': None, 'luxuryAccommodation': False, 'vipAssistance': False, 'conciergeServices': None}",home,2025-04-20 13:01:46.662288
